SKU,Equipment Category,Part Group,Part Name,Base Price,Sell Price,Tax Code,Active,Competitor Site,Competitor Item,Competitor Price (AUD),Notes
,Blower & Vacuum,Carburettor,Air Filter,18.33,22.0,,Yes,,,,
,Blower & Vacuum,Carburettor,Carburettor Gasket Kit,40.0,48.0,,Yes,,,,
,Blower & Vacuum,Carburettor,Diaphragm,32.5,39.0,,Yes,,,,nan | Baseline autofill
,Blower & Vacuum,Carburettor,End Cap,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Carburettor,Fuel Cap,20.83,25.0,,Yes,,,,
,Blower & Vacuum,Carburettor,Fuel Filter,13.33,16.0,,Yes,,,,
,Blower & Vacuum,Carburettor,Fuel Line,15.83,19.0,,Yes,,,,
,Blower & Vacuum,Carburettor,Grommet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Carburettor,Jet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Carburettor,Lifter,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Carburettor,Needle & Seat,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Carburettor,Poppet Valve,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Carburettor,Primer,18.33,22.0,,Yes,,,,
,Blower & Vacuum,Carburettor,Throttle Cable,32.5,39.0,,Yes,,,,
,Blower & Vacuum,Carburettor,Throttle Control,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Carburettor,Vent,13.33,16.0,,Yes,,,,
,Blower & Vacuum,Engine / Sundry Parts,Bearings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Engine / Sundry Parts,Carburettor Assembly (New),81.67,98.0,,Yes,,,,nan | Fallback $25 | Owner target price applied (validated vs competitor ranges)
,Blower & Vacuum,Engine / Sundry Parts,Cylinder Head,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Engine / Sundry Parts,Decompressor,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Engine / Sundry Parts,Flywheel Key,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Engine / Sundry Parts,Fuel Tank,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Engine / Sundry Parts,Gaskets,12.5,15.0,,Yes,,,,nan | Baseline autofill
,Blower & Vacuum,Engine / Sundry Parts,Muffler,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Engine / Sundry Parts,Oil Change,10.0,12.0,,Yes,,,,nan | Baseline autofill
,Blower & Vacuum,Engine / Sundry Parts,Oil Seal Bottom,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Engine / Sundry Parts,Oil Seal Top,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Engine / Sundry Parts,Piston Rings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Engine / Sundry Parts,Spark Plug,15.0,18.0,,Yes,,,,
,Blower & Vacuum,Engine / Sundry Parts,Starter Assembly,62.5,75.0,,Yes,,,,nan | Fallback $25 | Owner target price applied (validated vs competitor ranges)
,Blower & Vacuum,Engine / Sundry Parts,Valves,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Logistics / Service,Disposal,7.5,9.0,,Yes,,,,
,Blower & Vacuum,Magneto / Ignition,Boots,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Magneto / Ignition,Coil,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Parts,Carburettor Throttle Valve,32.5,39.0,,Yes,,,,
,Blower & Vacuum,Parts,Clean Air Filter,8.33,10.0,,Yes,,,,
,Blower & Vacuum,Parts,New Speed Head (Big),57.5,69.0,,Yes,,,,
,Blower & Vacuum,Parts,New Speed Head (Small),49.17,59.0,,Yes,,,,
,Blower & Vacuum,Parts,Starter Pulley,29.17,35.0,,Yes,,,,
,Blower & Vacuum,Parts,Starter Spring,24.17,29.0,,Yes,,,,
,Blower & Vacuum,Parts,Starter repair (incl. cord),37.5,45.0,,Yes,,,,
,Blower & Vacuum,Starter,Cord,24.17,29.0,,Yes,,,,nan | Baseline autofill
,Blower & Vacuum,Starter,Ferrule,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Starter,Handle,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Starter,Mainspring,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Starter,Pulley,20.83,25.0,,Yes,,,,nan | Fallback $25
,Blower & Vacuum,Starter,Washer,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Brushcutter / Line Trimmer,Air Filter,18.33,22.0,,Yes,,,,
,Brushcutter / Line Trimmer,Brushcutter / Line Trimmer,Blade (3T/8T) & Fixings,35.0,42.0,,Yes,,,,nan | Baseline autofill
,Brushcutter / Line Trimmer,Brushcutter / Line Trimmer,Flexible Drive Cable,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Brushcutter / Line Trimmer,Fuel Filter,13.33,16.0,,Yes,,,,
,Brushcutter / Line Trimmer,Brushcutter / Line Trimmer,Fuel Tank,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Brushcutter / Line Trimmer,Fuel Tap,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Brushcutter / Line Trimmer,Gear Head,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Brushcutter / Line Trimmer,Harness / Strap,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Brushcutter / Line Trimmer,Spool,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Brushcutter / Line Trimmer,Throttle Trigger/Cable,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Brushcutter / Line Trimmer,Trimmer Head,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Brushcutter / Line Trimmer,Trimmer Line (various),20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Carburettor,Air Filter,18.33,22.0,,Yes,,,,
,Brushcutter / Line Trimmer,Carburettor,Carburettor Gasket Kit,40.0,48.0,,Yes,,,,
,Brushcutter / Line Trimmer,Carburettor,Diaphragm,32.5,39.0,,Yes,,,,nan | Baseline autofill
,Brushcutter / Line Trimmer,Carburettor,End Cap,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Carburettor,Fuel Cap,20.83,25.0,,Yes,,,,
,Brushcutter / Line Trimmer,Carburettor,Fuel Filter,13.33,16.0,,Yes,,,,
,Brushcutter / Line Trimmer,Carburettor,Fuel Line,15.83,19.0,,Yes,,,,
,Brushcutter / Line Trimmer,Carburettor,Grommet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Carburettor,Jet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Carburettor,Lifter,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Carburettor,Needle & Seat,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Carburettor,Poppet Valve,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Carburettor,Primer,18.33,22.0,,Yes,,,,
,Brushcutter / Line Trimmer,Carburettor,Throttle Cable,32.5,39.0,,Yes,,,,
,Brushcutter / Line Trimmer,Carburettor,Throttle Control,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Carburettor,Vent,13.33,16.0,,Yes,,,,
,Brushcutter / Line Trimmer,Engine / Sundry Parts,Bearings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Engine / Sundry Parts,Carburettor Assembly (New),81.67,98.0,,Yes,,,,nan | Fallback $25 | Owner target price applied (validated vs competitor ranges)
,Brushcutter / Line Trimmer,Engine / Sundry Parts,Cylinder Head,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Engine / Sundry Parts,Decompressor,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Engine / Sundry Parts,Flywheel Key,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Engine / Sundry Parts,Gaskets,12.5,15.0,,Yes,,,,nan | Baseline autofill
,Brushcutter / Line Trimmer,Engine / Sundry Parts,Muffler,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Engine / Sundry Parts,Oil Change,10.0,12.0,,Yes,,,,nan | Baseline autofill
,Brushcutter / Line Trimmer,Engine / Sundry Parts,Oil Seal Bottom,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Engine / Sundry Parts,Oil Seal Top,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Engine / Sundry Parts,Piston Rings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Engine / Sundry Parts,Spark Plug,15.0,18.0,,Yes,,,,
,Brushcutter / Line Trimmer,Engine / Sundry Parts,Starter Assembly,62.5,75.0,,Yes,,,,nan | Fallback $25 | Owner target price applied (validated vs competitor ranges)
,Brushcutter / Line Trimmer,Engine / Sundry Parts,Valves,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Logistics / Service,Disposal,7.5,9.0,,Yes,,,,
,Brushcutter / Line Trimmer,Magneto / Ignition,Boots,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Magneto / Ignition,Coil,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Parts,Carburettor Throttle Valve,32.5,39.0,,Yes,,,,
,Brushcutter / Line Trimmer,Parts,Clean Air Filter,8.33,10.0,,Yes,,,,
,Brushcutter / Line Trimmer,Parts,New Speed Head (Big),57.5,69.0,,Yes,,,,
,Brushcutter / Line Trimmer,Parts,New Speed Head (Small),49.17,59.0,,Yes,,,,
,Brushcutter / Line Trimmer,Parts,Starter Pulley,29.17,35.0,,Yes,,,,
,Brushcutter / Line Trimmer,Parts,Starter Spring,24.17,29.0,,Yes,,,,
,Brushcutter / Line Trimmer,Parts,Starter repair (incl. cord),37.5,45.0,,Yes,,,,
,Brushcutter / Line Trimmer,Starter,Cord,24.17,29.0,,Yes,,,,nan | Baseline autofill
,Brushcutter / Line Trimmer,Starter,Ferrule,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Starter,Handle,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Starter,Mainspring,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Starter,Pulley,20.83,25.0,,Yes,,,,nan | Fallback $25
,Brushcutter / Line Trimmer,Starter,Washer,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Carburettor,Air Filter,18.33,22.0,,Yes,,,,
,Chainsaw,Carburettor,Carburettor Gasket Kit,40.0,48.0,,Yes,,,,
,Chainsaw,Carburettor,Diaphragm,32.5,39.0,,Yes,,,,nan | Baseline autofill
,Chainsaw,Carburettor,End Cap,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Carburettor,Fuel Cap,20.83,25.0,,Yes,,,,
,Chainsaw,Carburettor,Fuel Filter,13.33,16.0,,Yes,,,,
,Chainsaw,Carburettor,Fuel Line,15.83,19.0,,Yes,,,,
,Chainsaw,Carburettor,Grommet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Carburettor,Jet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Carburettor,Lifter,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Carburettor,Needle & Seat,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Carburettor,Poppet Valve,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Carburettor,Primer,18.33,22.0,,Yes,,,,
,Chainsaw,Carburettor,Throttle Cable,32.5,39.0,,Yes,,,,
,Chainsaw,Carburettor,Throttle Control,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Carburettor,Vent,13.33,16.0,,Yes,,,,
,Chainsaw,Chainsaw,Bar & Chain Oil,15.83,19.0,,Yes,,,,nan | Baseline autofill
,Chainsaw,Chainsaw,Chain,29.17,35.0,,Yes,,,,nan | Baseline autofill
,Chainsaw,Chainsaw,Chain Catcher,7.5,9.0,,Yes,,,,nan | Baseline autofill
,Chainsaw,Chainsaw,Clutch,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Chainsaw,Drive Sprocket / Rim Sprocket,29.17,35.0,,Yes,,,,nan | Baseline autofill
,Chainsaw,Chainsaw,Guide Bar,57.5,69.0,,Yes,,,,nan | Baseline autofill
,Chainsaw,Chainsaw,Oil Pump,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Engine / Sundry Parts,Bearings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Engine / Sundry Parts,Carburettor Assembly (New),81.67,98.0,,Yes,,,,nan | Fallback $25 | Owner target price applied (validated vs competitor ranges)
,Chainsaw,Engine / Sundry Parts,Cylinder Head,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Engine / Sundry Parts,Decompressor,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Engine / Sundry Parts,Flywheel Key,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Engine / Sundry Parts,Fuel Tank,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Engine / Sundry Parts,Gaskets,12.5,15.0,,Yes,,,,nan | Baseline autofill
,Chainsaw,Engine / Sundry Parts,Muffler,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Engine / Sundry Parts,Oil Change,10.0,12.0,,Yes,,,,nan | Baseline autofill
,Chainsaw,Engine / Sundry Parts,Oil Seal Bottom,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Engine / Sundry Parts,Oil Seal Top,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Engine / Sundry Parts,Piston Rings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Engine / Sundry Parts,Spark Plug,15.0,18.0,,Yes,,,,
,Chainsaw,Engine / Sundry Parts,Starter Assembly,62.5,75.0,,Yes,,,,nan | Fallback $25 | Owner target price applied (validated vs competitor ranges)
,Chainsaw,Engine / Sundry Parts,Valves,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Logistics / Service,Disposal,7.5,9.0,,Yes,,,,
,Chainsaw,Magneto / Ignition,Boots,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Magneto / Ignition,Coil,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Parts,Carburettor Throttle Valve,32.5,39.0,,Yes,,,,
,Chainsaw,Parts,Clean Air Filter,8.33,10.0,,Yes,,,,
,Chainsaw,Parts,Starter Pulley,29.17,35.0,,Yes,,,,
,Chainsaw,Parts,Starter Spring,24.17,29.0,,Yes,,,,
,Chainsaw,Parts,Starter repair (incl. cord),37.5,45.0,,Yes,,,,
,Chainsaw,Starter,Cord,24.17,29.0,,Yes,,,,nan | Baseline autofill
,Chainsaw,Starter,Ferrule,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Starter,Handle,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Starter,Mainspring,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Starter,Pulley,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chainsaw,Starter,Washer,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Carburettor,Air Filter,26.67,32.0,,Yes,,,,
,Chipper / Shredder / Mulcher,Carburettor,Carburettor Gasket Kit,40.0,48.0,,Yes,,,,nan | Baseline autofill
,Chipper / Shredder / Mulcher,Carburettor,Diaphragm,32.5,39.0,,Yes,,,,nan | Baseline autofill
,Chipper / Shredder / Mulcher,Carburettor,End Cap,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Carburettor,Fuel Cap,20.83,25.0,,Yes,,,,nan | Baseline autofill
,Chipper / Shredder / Mulcher,Carburettor,Fuel Filter,20.83,25.0,,Yes,,,,
,Chipper / Shredder / Mulcher,Carburettor,Fuel Line,15.83,19.0,,Yes,,,,nan | Baseline autofill
,Chipper / Shredder / Mulcher,Carburettor,Grommet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Carburettor,Jet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Carburettor,Lifter,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Carburettor,Needle & Seat,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Carburettor,Poppet Valve,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Carburettor,Primer,15.83,19.0,,Yes,,,,
,Chipper / Shredder / Mulcher,Carburettor,Throttle Cable,40.83,49.0,,Yes,,,,nan | Baseline autofill
,Chipper / Shredder / Mulcher,Carburettor,Throttle Control,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Carburettor,Vent,13.33,16.0,,Yes,,,,nan | Baseline autofill
,Chipper / Shredder / Mulcher,Chipper Extras,Blade,35.0,42.0,,Yes,,,,nan | Baseline autofill
,Chipper / Shredder / Mulcher,Chipper Extras,Blade Sharpen,54.17,65.0,,Yes,,,,
,Chipper / Shredder / Mulcher,Engine / Sundry Parts,Bearings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Engine / Sundry Parts,Carburettor Assembly (New),20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Engine / Sundry Parts,Cylinder Head,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Engine / Sundry Parts,Decompressor,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Engine / Sundry Parts,Flywheel Key,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Engine / Sundry Parts,Fuel Tank,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Engine / Sundry Parts,Gaskets,12.5,15.0,,Yes,,,,nan | Baseline autofill
,Chipper / Shredder / Mulcher,Engine / Sundry Parts,Muffler,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Engine / Sundry Parts,Oil Change,10.0,12.0,,Yes,,,,
,Chipper / Shredder / Mulcher,Engine / Sundry Parts,Oil Seal Bottom,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Engine / Sundry Parts,Oil Seal Top,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Engine / Sundry Parts,Piston Rings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Engine / Sundry Parts,Spark Plug,15.0,18.0,,Yes,,,,
,Chipper / Shredder / Mulcher,Engine / Sundry Parts,Starter Assembly,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Engine / Sundry Parts,Valves,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Logistics / Service,Disposal,10.0,12.0,,Yes,,,,
,Chipper / Shredder / Mulcher,Magneto / Ignition,Boots,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Magneto / Ignition,Coil,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Starter,Cord,24.17,29.0,,Yes,,,,nan | Baseline autofill
,Chipper / Shredder / Mulcher,Starter,Ferrule,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Starter,Handle,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Starter,Mainspring,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Starter,Pulley,20.83,25.0,,Yes,,,,nan | Fallback $25
,Chipper / Shredder / Mulcher,Starter,Washer,20.83,25.0,,Yes,,,,nan | Fallback $25
,Concrete / Floor Saw,Carburettor,Air Filter,55.0,66.0,,Yes,,,,
,Concrete / Floor Saw,Carburettor,Carburettor Gasket Kit,57.5,69.0,,Yes,,,,
,Concrete / Floor Saw,Carburettor,Diaphragm,32.5,39.0,,Yes,,,,nan | Baseline autofill
,Concrete / Floor Saw,Carburettor,End Cap,20.83,25.0,,Yes,,,,nan | Fallback $25
,Concrete / Floor Saw,Carburettor,Fuel Cap,20.83,25.0,,Yes,,,,nan | Baseline autofill
,Concrete / Floor Saw,Carburettor,Fuel Filter,20.83,25.0,,Yes,,,,nan | Baseline autofill
,Concrete / Floor Saw,Carburettor,Fuel Line,15.83,19.0,,Yes,,,,nan | Baseline autofill
,Concrete / Floor Saw,Carburettor,Grommet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Concrete / Floor Saw,Carburettor,Jet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Concrete / Floor Saw,Carburettor,Lifter,20.83,25.0,,Yes,,,,nan | Fallback $25
,Concrete / Floor Saw,Carburettor,Needle & Seat,20.83,25.0,,Yes,,,,nan | Fallback $25
,Concrete / Floor Saw,Carburettor,Poppet Valve,20.83,25.0,,Yes,,,,nan | Fallback $25
,Concrete / Floor Saw,Carburettor,Primer,18.33,22.0,,Yes,,,,nan | Baseline autofill
,Concrete / Floor Saw,Carburettor,Throttle Cable,40.83,49.0,,Yes,,,,nan | Baseline autofill
,Concrete / Floor Saw,Carburettor,Throttle Control,20.83,25.0,,Yes,,,,nan | Fallback $25
,Concrete / Floor Saw,Carburettor,Vent,13.33,16.0,,Yes,,,,nan | Baseline autofill
,Concrete / Floor Saw,Concrete Saw Extras,Diamond Blade,149.0,178.8,,Yes,bwmachinery.com.au,"BWM AC40 Diamond Blade 14""",149.0,Sell = Base × 1.2 (competitor verified)
,Concrete / Floor Saw,Concrete Saw Extras,Drive Belt,49.17,59.0,,Yes,,,,
,Concrete / Floor Saw,Engine / Sundry Parts,Bearings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Concrete / Floor Saw,Engine / Sundry Parts,Carburettor Assembly (New),20.83,25.0,,Yes,,,,nan | Fallback $25
